"","type","variable","image.size"
"8130","Fit","size",3276363.69475981
"8131","Fit","size",5544255.74588067
"8132","Fit","size",4335639.72249927
"8133","Fit","size",1781999.24275399
"8134","Fit","size",3040061.22260167
"8135","Fit","size",3756563.92844409
"8136","Fit","size",3539204.54864047
"8137","Fit","size",4179323.42986806
"8138","Fit","size",5964980.35982728
"8139","Fit","size",2588977.76559009
"8140","Fit","size",1513045.10043155
"8141","Fit","size",4294006.20139851
"8142","Fit","size",1284887.01078579
"8143","Fit","size",6009492.55389176
"8144","Fit","size",4330151.65181953
"8145","Fit","size",3564265.35755924
"8146","Fit","size",4625028.18225494
"8147","Fit","size",2824398.28004461
"8148","Fit","size",2304641.08272808
"8149","Fit","size",1011861.76874885
"8150","Fit","size",1632850.9251922
"8151","Fit","size",6617835.52582053
"8152","Fit","size",3725167.73676671
"8153","Fit","size",3175504.97606109
"8154","Fit","size",3746593.41065393
"8155","Fit","size",1480512.13068219
"8156","Fit","size",7252669.9099051
"8157","Fit","size",7471688.49933702
"8158","Fit","size",4624389.74644915
"8159","Fit","size",2600877.93894932
"8160","Fit","size",4852396.25422629
"8161","Fit","size",4189098.32068447
"8162","Fit","size",4354355.43319307
"8163","Fit","size",5467875.43130766
"8164","Fit","size",3709523.09745256
"8165","Fit","size",3588730.60050377
"8166","Fit","size",1364863.08932054
"8167","Fit","size",1907444.82716921
"8168","Fit","size",3022026.58878206
"8169","Fit","size",4881311.94426877
"8170","Fit","size",1213078.95987439
"8171","Fit","size",1567223.2412607
"8172","Fit","size",4219386.7945913
"8173","Fit","size",4830486.56679691
"8174","Fit","size",9865064.17356804
"8175","Fit","size",2921128.03989043
"8176","Fit","size",2738421.809752
"8177","Fit","size",3236796.04401054
"8178","Fit","size",3954076.13788297
"8179","Fit","size",2282673.19441567
"8180","Fit","size",4819692.84098883
"8181","Fit","size",907612.800774366
"8182","Fit","size",5041359.95021329
"8183","Fit","size",3996578.61167606
"8184","Fit","size",1934126.44258867
"8185","Fit","size",851472.053326812
"8186","Fit","size",5253814.5196286
"8187","Fit","size",970892.301645653
"8188","Fit","size",2152590.14131195
"8189","Fit","size",5649873.58019267
"8190","Fit","size",4973275.36824854
"8191","Fit","size",3096991.38251348
"8192","Fit","size",2207036.17507041
"8193","Fit","size",4490071.40051444
"8194","Fit","size",3766749.88670891
"8195","Fit","size",6061081.99455336
"8196","Fit","size",3363381.53152241
"8197","Fit","size",8992481.25657197
"8198","Fit","size",1067690.90393248
"8199","Fit","size",1432036.29573675
"8200","Fit","size",4703498.52263427
"8201","Fit","size",3090333.52781396
"8202","Fit","size",913417.516017935
"8203","Fit","size",1631409.2580714
"8204","Fit","size",7923426.8170584
"8205","Fit","size",6681281.91923651
"8206","Fit","size",5139624.46106991
"8207","Fit","size",3114629.39544041
"8208","Fit","size",2696222.97238947
"8209","Fit","size",6659562.94160458
"8210","Fit","size",2851926.00071515
"8211","Fit","size",4527484.67011094
"8212","Fit","size",3832554.03568271
"8213","Fit","size",2459225.82194957
"8214","Fit","size",2244392.06280528
"8215","Fit","size",2630591.52829482
"8216","Fit","size",4829929.55182829
"8217","Fit","size",4821292.51037242
"8218","Fit","size",4307756.54226795
"8219","Fit","size",3207639.48213017
"8220","Fit","size",2468249.27829928
"8221","Fit","size",4654539.01963133
"8222","Fit","size",3868940.71998604
"8223","Fit","size",3967429.94405423
"8224","Fit","size",3592934.51816926
"8225","Fit","size",1203007.58420683
"8226","Fit","size",4637972.07663926
"8227","Fit","size",5397676.77154833
"8228","Fit","size",5605781.72480127
"8229","Fit","size",1887979.46446562
"8230","Fit","size",7012943.13506325
"8231","Fit","size",8859650.92184722
"8232","Fit","size",4317635.78222019
"8233","Fit","size",4596444.98838045
"8234","Fit","size",1401194.01348278
"8235","Fit","size",2482244.7374991
"8236","Fit","size",2257261.18027079
"8237","Fit","size",4002246.76563599
"8238","Fit","size",5489251.55427524
"8239","Fit","size",5598948.09310739
"8240","Fit","size",3501325.46661293
"8241","Fit","size",11262481.3032758
"8242","Fit","size",2447145.66801831
"8243","Fit","size",1760317.83128679
"8244","Fit","size",4262063.90122587
"8245","Fit","size",4224130.37664513
"8246","Fit","size",238693.49556661
"8247","Fit","size",3553289.93242831
"8248","Fit","size",2151411.45909361
"8249","Fit","size",2099381.8912303
"8250","Fit","size",1075955.84147172
"8251","Fit","size",4536939.00255966
"8252","Fit","size",3922491.1631796
"8253","Fit","size",641268.052598482
"8254","Fit","size",1333163.74730654
"8255","Fit","size",3527019.32704655
"8256","Fit","size",4525018.48667239
"8257","Fit","size",2753592.27844571
"8258","Fit","size",4938166.78513782
"8259","Fit","size",2777110.36557917
"8260","Fit","size",4405049.72591939
"8261","Fit","size",5159968.07768687
"8262","Fit","size",929680.690813441
"8263","Fit","size",4318377.35953037
"8264","Fit","size",3803466.42851183
"8265","Fit","size",4786786.69128315
"8266","Fit","size",6208473.77189414
"8267","Fit","size",2492245.79782925
"8268","Fit","size",2998229.76789888
"8269","Fit","size",3862908.72153471
"8270","Fit","size",6700154.09634597
"8271","Fit","size",3779957.3963411
"8272","Fit","size",1524287.67156744
"8273","Fit","size",1820741.01740402
"8274","Fit","size",759654.021252145
"8275","Fit","size",1344447.76087475
"8276","Fit","size",3543846.52259156
"8277","Fit","size",3348736.0072174
"8278","Fit","size",1969159.62131907
"8279","Fit","size",8180259.88949487
"8280","Fit","size",962881.438933562
"8281","Fit","size",1360490.16275796
"8282","Fit","size",4033216.1955117
"8283","Fit","size",2792056.07143841
"8284","Fit","size",1464022.97182065
"8285","Fit","size",1259788.80831464
"8286","Fit","size",700108.62244866
"8287","Fit","size",3052781.27408418
"8288","Fit","size",949288.280840538
"8289","Fit","size",969620.513142768
"8290","Fit","size",2757658.00944249
"8291","Fit","size",2362013.68589968
"8292","Fit","size",1635695.17201382
"8293","Fit","size",3832721.6977341
"8294","Fit","size",2908997.61918145
"8295","Fit","size",5031351.27896321
"8296","Fit","size",3023586.07509117
"8297","Fit","size",4192749.15093491
"8298","Fit","size",3728605.49314874
"8299","Fit","size",5437112.65162403
"8300","Fit","size",2751839.62925732
"8301","Fit","size",2722052.06797543
"8302","Fit","size",2303382.51859698
"8303","Fit","size",1977687.76168563
"8304","Fit","size",2360014.36340004
"8305","Fit","size",4169707.41085274
"8306","Fit","size",1079376.99515857
"8307","Fit","size",749624.917080152
"8308","Fit","size",4538821.26403493
"8309","Fit","size",2245043.0483333
"8310","Fit","size",6128029.59503594
"8311","Fit","size",2447015.84157084
"8312","Fit","size",1709089.36793249
"8313","Fit","size",361293.011639719
"8314","Fit","size",6607739.76911845
"8315","Fit","size",2499396.46897187
"8316","Fit","size",4235928.41024702
"8317","Fit","size",4574387.80435269
"8318","Fit","size",3415071.06324853
"8319","Fit","size",4031349.66146698
"8320","Fit","size",2451597.03951605
"8321","Fit","size",4096549.6307341
"8322","Fit","size",4481850.89936433
"8323","Fit","size",2243582.02877442
"8324","Fit","size",3676366.73377015
"8325","Fit","size",4602976.18646402
"8326","Fit","size",4964282.04084692
"8327","Fit","size",5333557.1043591
"8328","Fit","size",3923979.84414717
"8329","Fit","size",5844537.14083076
"8330","Fit","size",3881116.55771606
"8331","Fit","size",3205516.61257177
"8332","Fit","size",3707826.63212321
"8333","Fit","size",3215494.54222655
"8334","Fit","size",5507518.68151059
"8335","Fit","size",3679252.42997383
"8336","Fit","size",2809731.04067031
"8337","Fit","size",7094451.63287038
"8338","Fit","size",5296439.23611415
"8339","Fit","size",647231.881781842
"8340","Fit","size",5386391.12908931
"8341","Fit","size",3795465.68402686
"8342","Fit","size",3883484.25668199
"8343","Fit","size",3334717.52113046
"8344","Fit","size",4579150.45491527
"8345","Fit","size",866928.227408427
"8346","Fit","size",4828513.77234743
"8347","Fit","size",2719673.87563554
"8348","Fit","size",7496651.35945601
"8349","Fit","size",4559174.04389863
"8350","Fit","size",2524176.96260135
"8351","Fit","size",747906.660036305
"8352","Fit","size",10167310.5247499
"8353","Fit","size",2420679.47715448
"8354","Fit","size",2860546.82136133
"8355","Fit","size",3287388.66492946
"8356","Fit","size",3657359.98704561
"8357","Fit","size",5422388.59127897
"8358","Fit","size",4961498.57208788
"8359","Fit","size",2501412.64319779
"8360","Fit","size",1031185.04310238
"8361","Fit","size",1955766.32942465
"8362","Fit","size",3823538.45840254
"8363","Fit","size",6250808.37018979
"8364","Fit","size",1438942.47291153
"8365","Fit","size",1975617.79880852
"8366","Fit","size",5174222.29556725
"8367","Fit","size",6568483.30653862
"8368","Fit","size",1766383.80539383
"8369","Fit","size",6875757.17854409
"8370","Fit","size",1938419.80903648
"8371","Fit","size",2400874.69468441
"8372","Fit","size",3496076.7686523
"8373","Fit","size",2892778.33443033
"8374","Fit","size",1699326.13312554
"8375","Fit","size",3454548.2345503
"8376","Fit","size",2600158.45050516
"8377","Fit","size",1991067.15317455
"8378","Fit","size",2471704.36533955
"8379","Fit","size",6053505.91281846
"8380","Fit","size",6940943.61987088
"8381","Fit","size",1550750.04423455
"8382","Fit","size",6498269.83014747
"8383","Fit","size",2005640.67451161
"8384","Fit","size",2455891.43690023
"8385","Fit","size",2801586.8329206
"8386","Fit","size",1433347.12594284
"8387","Fit","size",2868873.17894281
"8388","Fit","size",4405422.63930399
"8389","Fit","size",3321274.80797277
"8390","Fit","size",4035012.70188546
"8391","Fit","size",1895868.40619799
"8392","Fit","size",2419156.39032009
"8393","Fit","size",3394710.2259923
"8394","Fit","size",5589777.99542545
"8395","Fit","size",1684413.89003954
"8396","Fit","size",1297328.02252989
"8397","Fit","size",3129282.03180928
"8398","Fit","size",2320993.81698327
"8399","Fit","size",4826337.15310535
"8400","Fit","size",3216444.32554235
"8401","Fit","size",3908094.11130736
"8402","Fit","size",2274285.3835915
"8403","Fit","size",746409.59403622
"8404","Fit","size",4655375.83974775
"8405","Fit","size",1037815.46312916
"8406","Fit","size",1292607.01755023
"8407","Fit","size",2855875.77540221
"8408","Fit","size",6160088.69452776
"8409","Fit","size",5228840.86823964
"8410","Fit","size",4568031.3355603
"8411","Fit","size",1211247.53263159
"8412","Fit","size",4225299.76495615
"8413","Fit","size",4852549.58732712
"8414","Fit","size",380336.36552564
"8415","Fit","size",1520229.14363298
"8416","Fit","size",3768943.26486081
"8417","Fit","size",1289118.65833494
"8418","Fit","size",4185320.1408133
"8419","Fit","size",3558535.65910968
"8420","Fit","size",3203918.7142434
"8421","Fit","size",6225887.6757746
"8422","Fit","size",4043596.43594642
"8423","Fit","size",2118320.71892429
"8424","Fit","size",2356108.7282181
"8425","Fit","size",6673038.60836015
"8426","Fit","size",4130441.34332681
"8427","Fit","size",4271593.0232359
"8428","Fit","size",5508172.25477984
"8429","Fit","size",2855128.21315672
"8430","Fit","size",3045689.29152339
"8431","Fit","size",3650992.65999244
"8432","Fit","size",2689079.45269335
"8433","Fit","size",3550407.01427725
"8434","Fit","size",7591360.84247073
"8435","Fit","size",4526476.17247994
"8436","Fit","size",510420.722225493
"8437","Fit","size",914316.366898537
"8438","Fit","size",1475018.47794194
"8439","Fit","size",1935135.94324873
"8440","Fit","size",698196.944700382
"8441","Fit","size",1589642.40968412
"8442","Fit","size",1792399.39275241
"8443","Fit","size",671580.516629322
"8444","Fit","size",4847783.61789863
"8445","Fit","size",3527059.69530881
"8446","Fit","size",3322537.32795967
"8447","Fit","size",1493877.77285549
"8448","Fit","size",4804600.32702067
"8449","Fit","size",6434308.02751226
"8450","Fit","size",3073737.93673681
"8451","Fit","size",3540277.25636487
"8452","Fit","size",791407.234256774
"8453","Fit","size",3281956.26717558
"8454","Fit","size",2174087.84274953
"8455","Fit","size",3373931.79061667
"8456","Fit","size",6874700.28447537
"8457","Fit","size",2271381.01429391
"8458","Fit","size",1978830.26683473
"8459","Fit","size",2096281.64207819
"8460","Fit","size",729863.502827318
"8461","Fit","size",1555477.6582098
"8462","Fit","size",1394069.16738756
"8463","Fit","size",2801941.78017232
"8464","Fit","size",2032730.08394346
"8465","Fit","size",2802190.97605043
"8466","Fit","size",2238701.15454167
"8467","Fit","size",1229517.92048258
"8468","Fit","size",2833149.22921817
"8469","Fit","size",2301594.01453148
"8470","Fit","size",960312.560133698
"8471","Fit","size",5409966.16621033
"8472","Fit","size",1434493.23986326
"8473","Fit","size",5285311.29624139
"8474","Fit","size",4714578.70589191
"8475","Fit","size",4013060.92925135
"8476","Fit","size",1715213.85087521
"8477","Fit","size",3485689.60779537
"8478","Fit","size",1256580.92133238
"8479","Fit","size",3350621.62691701
"8480","Fit","size",5249487.42057744
"8481","Fit","size",5790495.29996949
"8482","Fit","size",3534060.42900616
"8483","Fit","size",1158462.83730922
"8484","Fit","size",1063339.14849692
"8485","Fit","size",1695111.85123575
"8486","Fit","size",4337773.33964364
"8487","Fit","size",2731840.50940673
"8488","Fit","size",1392633.67917549
"8489","Fit","size",2578857.86697843
"8490","Fit","size",842997.128161952
"8491","Fit","size",5425320.47009243
"8492","Fit","size",1497248.04839162
"8493","Fit","size",1343666.87272087
"8494","Fit","size",2582021.12442869
"8495","Fit","size",2440628.61646816
"8496","Fit","size",3670400.73276347
"8497","Fit","size",2165222.27657272
"8498","Fit","size",2065565.56317177
"8499","Fit","size",4676512.81868763
"8500","Fit","size",5764961.99877291
"8501","Fit","size",4017062.7806424
"8502","Fit","size",1077077.71461538
"8503","Fit","size",3047758.25210041
"8504","Fit","size",4003066.04897478
"8505","Fit","size",910468.821936029
"8506","Fit","size",4634197.35947665
"8507","Fit","size",4427268.56395481
"8508","Fit","size",4671070.24100763
"8509","Fit","size",1100848.46255852
"8510","Fit","size",3443348.30128814
"8511","Fit","size",824622.179299064
"8512","Fit","size",1054647.81706548
"8513","Fit","size",3390936.56926206
"8514","Fit","size",6578348.81076978
"8515","Fit","size",5277563.35963315
"8516","Fit","size",4429809.78506377
"8517","Fit","size",5264712.08088076
"8518","Fit","size",7574653.02542312
"8519","Fit","size",3018083.02660134
"8520","Fit","size",4987564.85869151
"8521","Fit","size",5923928.06103789
"8522","Fit","size",2955131.60724298
"8523","Fit","size",4086316.87371786
"8524","Fit","size",3861805.34545383
"8525","Fit","size",2902735.74861114
"8526","Fit","size",5278859.41592603
"8527","Fit","size",5273155.98181348
"8528","Fit","size",3756430.65683337
"8529","Fit","size",5322632.48878734
"8530","Fit","size",1639581.07989972
"8531","Fit","size",5164763.11765132
"8532","Fit","size",2970689.27980351
"8533","Fit","size",4181153.15697524
"8534","Fit","size",5358770.59873952
"8535","Fit","size",1491828.59444814
"8536","Fit","size",4410418.70921274
"8537","Fit","size",2627461.36579591
"8538","Fit","size",6138191.51724717
"8539","Fit","size",3837407.15970279
"8540","Fit","size",1091822.98500218
"8541","Fit","size",1350524.82185948
"8542","Fit","size",4494513.06159031
"8543","Fit","size",795145.883055366
"8544","Fit","size",658089.066774717
"8545","Fit","size",3226858.87211744
"8546","Fit","size",2063908.44861536
"8547","Fit","size",1646196.92499377
"8548","Fit","size",1334391.68825984
"8549","Fit","size",4884213.83803674
"8550","Fit","size",1507735.45166118
"8551","Fit","size",7451751.61330583
"8552","Fit","size",1938013.8934372
"8553","Fit","size",5522142.3244643
"8554","Fit","size",2867439.38052091
"8555","Fit","size",1880598.76196816
"8556","Fit","size",1207052.53782441
"8557","Fit","size",5610439.74262238
"8558","Fit","size",3989766.54991755
"8559","Fit","size",4271400.92892728
"8560","Fit","size",584254.887434798
"8561","Fit","size",3215813.17062352
"8562","Fit","size",1281200.62392222
"8563","Fit","size",2434196.96377431
"8564","Fit","size",866506.972118567
"8565","Fit","size",808094.144881912
"8566","Fit","size",3723434.3845961
"8567","Fit","size",3631818.49398111
"8568","Fit","size",1517464.05945625
"8569","Fit","size",1049881.90225296
"8570","Fit","size",1201378.02488866
"8571","Fit","size",3315636.59411777
"8572","Fit","size",3770694.7770601
"8573","Fit","size",4658214.28496478
"8574","Fit","size",4003856.81058107
"8575","Fit","size",1538445.06156438
"8576","Fit","size",4923908.23281865
"8577","Fit","size",2485359.1352969
"8578","Fit","size",4190776.25979822
"8579","Fit","size",2537041.93183979
"8580","Fit","size",7396997.56749301
"8581","Fit","size",1167813.35472772
"8582","Fit","size",4998974.40583755
"8583","Fit","size",658245.131694685
"8584","Fit","size",2682176.60130833
"8585","Fit","size",1155031.57312138
"8586","Fit","size",7160198.03293769
"8587","Fit","size",772988.4010592
"8588","Fit","size",5658872.97418284
"8589","Fit","size",3084174.4366718
"8590","Fit","size",4384282.12211535
"8591","Fit","size",2899402.76758771
"8592","Fit","size",2912445.14773208
"8593","Fit","size",4889071.72075263
"8594","Fit","size",5806454.18959477
"8595","Fit","size",746671.019415126
"8596","Fit","size",1464041.20121051
"8597","Fit","size",5090908.42627318
"8598","Fit","size",4751236.34246838
"8599","Fit","size",5517505.15397252
"8600","Fit","size",2692424.46818347
"8601","Fit","size",3972273.54713763
"8602","Fit","size",1034769.45172215
"8603","Fit","size",4763296.55451113
"8604","Fit","size",2790371.08763419
"8605","Fit","size",3453165.11319106
"8606","Fit","size",4392036.23272723
"8607","Fit","size",4722405.70697661
"8608","Fit","size",3593940.932893
"8609","Fit","size",3124441.81631167
"8610","Fit","size",1122066.0593494
"8611","Fit","size",5949686.65953301
"8612","Fit","size",1016967.12923222
"8613","Fit","size",4891410.83684739
"8614","Fit","size",894096.655815936
"8615","Fit","size",1308850.4423552
"8616","Fit","size",881961.671066229
"8617","Fit","size",1977164.99511949
"8618","Fit","size",3587805.55535048
"8619","Fit","size",2458276.49031282
"8620","Fit","size",967455.030515525
"8621","Fit","size",4938758.58003512
"8622","Fit","size",4698851.45937674
"8623","Fit","size",3231928.30127211
"8624","Fit","size",5308180.74458842
"8625","Fit","size",424259.116143296
"8626","Fit","size",6420965.38482434
"8627","Fit","size",5421650.53887313
"8628","Fit","size",3216167.98668346
"8629","Fit","size",5507469.49491269
"8630","Fit","size",5217537.31783153
"8631","Fit","size",1357266.7750966
"8632","Fit","size",3804651.56482156
"8633","Fit","size",3218726.40735928
"8634","Fit","size",889925.440267572
"8635","Fit","size",1104138.37303366
"8636","Fit","size",3672967.61526019
"8637","Fit","size",3512225.99695743
"8638","Fit","size",2530590.10932401
"8639","Fit","size",1842868.46790833
"8640","Fit","size",966297.492629707
"8641","Fit","size",2129913.30042397
"8642","Fit","size",1945853.33730152
"8643","Fit","size",6620723.91615505
"8644","Fit","size",5477847.51318201
"8645","Fit","size",1329321.30723409
"8646","Fit","size",400113.61998487
"8647","Fit","size",4578824.99245436
"8648","Fit","size",2758535.59727684
"8649","Fit","size",3385564.83519587
"8650","Fit","size",3078712.10062197
"8651","Fit","size",3288587.05786673
"8652","Fit","size",4905552.43288508
"8653","Fit","size",5761085.93954788
"8654","Fit","size",3394295.14570516
"8655","Fit","size",3191822.56847344
"8656","Fit","size",10002137.5217134
"8657","Fit","size",4661038.08858064
"8658","Fit","size",4732322.46235402
"8659","Fit","size",3741871.45707783
"8660","Fit","size",2163227.56198282
"8661","Fit","size",2834416.00751595
"8662","Fit","size",2621099.66839993
"8663","Fit","size",5390140.48799328
"8664","Fit","size",1546730.84376118
"8665","Fit","size",3847946.23537741
"8666","Fit","size",1320786.22092275
"8667","Fit","size",2708671.9971411
"8668","Fit","size",4076126.8476242
"8669","Fit","size",3923069.27546429
"8670","Fit","size",5533187.54841553
"8671","Fit","size",5007995.25278059
"8672","Fit","size",5389411.91267261
"8673","Fit","size",3331437.90088175
"8674","Fit","size",4679516.73616285
"8675","Fit","size",5825028.54081255
"8676","Fit","size",832291.125987852
"8677","Fit","size",3935780.79340481
"8678","Fit","size",3702816.13965687
"8679","Fit","size",3710295.57078261
"8680","Fit","size",2764837.85634323
"8681","Fit","size",4408298.21120651
"8682","Fit","size",1477720.16952332
"8683","Fit","size",1353706.87759384
"8684","Fit","size",513114.907477934
"8685","Fit","size",5904996.36218689
"8686","Fit","size",5482014.80258034
"8687","Fit","size",3401295.73027085
"8688","Fit","size",4617833.51588915
"8689","Fit","size",1482848.25611337
"8690","Fit","size",3471642.76647508
"8691","Fit","size",1401759.82936793
"8692","Fit","size",5073676.31851581
"8693","Fit","size",6276894.00579631
"8694","Fit","size",3663537.54409556
"8695","Fit","size",3781244.21358354
"8696","Fit","size",5166852.86488764
"8697","Fit","size",3229359.97568271
"8698","Fit","size",4531353.66317095
"8699","Fit","size",1326423.51967335
"8700","Fit","size",704911.467030731
"8701","Fit","size",5568852.34358796
"8702","Fit","size",6014900.88097429
"8703","Fit","size",1087720.90514724
"8704","Fit","size",1136286.7718735
"8705","Fit","size",1925972.55276335
"8706","Fit","size",1722928.80758225
"8707","Fit","size",4348491.68271499
"8708","Fit","size",723339.896446418
"8709","Fit","size",3524474.07696321
"8710","Fit","size",1075344.096431
"8711","Fit","size",6917462.08091781
"8712","Fit","size",1827223.44443712
"8713","Fit","size",5595323.63690231
"8714","Fit","size",3432356.87938232
"8715","Fit","size",783657.790770059
"8716","Fit","size",2725327.56648338
"8717","Fit","size",4127044.41434671
"8718","Fit","size",4242076.84492699
"8719","Fit","size",8413559.82518301
"8720","Fit","size",4353714.30040719
"8721","Fit","size",6405758.3777615
"8722","Fit","size",2823619.2058823
"8723","Fit","size",3331855.01207636
"8724","Fit","size",1233482.62717514
"8725","Fit","size",5973172.26012339
"8726","Fit","size",3458388.41119015
"8727","Fit","size",1668554.86981557
"8728","Fit","size",2376762.46953379
"8729","Fit","size",3381290.86276565
"8730","Fit","size",4065804.60262263
"8731","Fit","size",4413818.43176189
"8732","Fit","size",2576435.18975468
"8733","Fit","size",1059742.54510532
"8734","Fit","size",5100357.67935202
"8735","Fit","size",1059763.14988071
"8736","Fit","size",1320072.53479465
"8737","Fit","size",5151457.97481919
"8738","Fit","size",2047032.43621174
"8739","Fit","size",4672240.40213312
"8740","Fit","size",3069811.02757539
"8741","Fit","size",3984918.19364167
"8742","Fit","size",2408398.668393
"8743","Fit","size",3604001.86564792
"8744","Fit","size",4959821.41957959
"8745","Fit","size",2072499.96234933
"8746","Fit","size",1809988.79793289
"8747","Fit","size",805581.873371594
"8748","Fit","size",1670028.91597302
"8749","Fit","size",7463431.90522373
"8750","Fit","size",1801835.11306188
"8751","Fit","size",1602829.01647041
"8752","Fit","size",3080510.84443585
"8753","Fit","size",1362773.91366237
"8754","Fit","size",3772573.8748891
"8755","Fit","size",4343744.66054986
"8756","Fit","size",5088581.11631837
"8757","Fit","size",2842299.99436226
"8758","Fit","size",2358773.20260626
"8759","Fit","size",797827.657676102
"8760","Fit","size",2759639.31819409
"8761","Fit","size",4379951.60490597
"8762","Fit","size",5224788.10703882
"8763","Fit","size",1267141.21538586
"8764","Fit","size",821889.950540595
"8765","Fit","size",7632751.41534195
"8766","Fit","size",2396699.01133383
"8767","Fit","size",2529406.97183337
"8768","Fit","size",3497889.13261906
"8769","Fit","size",1866582.82856893
"8770","Fit","size",4442989.12711499
"8771","Fit","size",1541328.85352392
"8772","Fit","size",7338876.25444948
"8773","Fit","size",5998288.81242883
"8774","Fit","size",3762863.44305482
"8775","Fit","size",3350824.19992887
"8776","Fit","size",2897900.91147565
"8777","Fit","size",679920.155941349
"8778","Fit","size",7285683.26975132
"8779","Fit","size",4126902.19872734
"8780","Fit","size",2697133.99276853
"8781","Fit","size",1283751.67898372
"8782","Fit","size",3433618.97617386
"8783","Fit","size",4959923.98230041
"8784","Fit","size",4665313.68842521
"8785","Fit","size",3220904.08023609
"8786","Fit","size",4614931.50038163
"8787","Fit","size",2329600.37968779
"8788","Fit","size",4765847.93855943
"8789","Fit","size",913809.514302797
"8790","Fit","size",3954521.26342681
"8791","Fit","size",2383830.72534592
"8792","Fit","size",3745553.76115738
"8793","Fit","size",1629948.8913145
"8794","Fit","size",4449487.82191298
"8795","Fit","size",4626331.31910762
"8796","Fit","size",1137016.42105397
"8797","Fit","size",2712881.02754835
"8798","Fit","size",2661097.30267385
"8799","Fit","size",661338.286220433
"8800","Fit","size",1121632.73230568
"8801","Fit","size",4379732.66448106
"8802","Fit","size",6720234.04810448
"8803","Fit","size",6293376.23277615
"8804","Fit","size",3189575.42585645
"8805","Fit","size",3031206.76636266
"8806","Fit","size",2733632.56249532
"8807","Fit","size",1116583.7148424
"8808","Fit","size",458472.555049655
"8809","Fit","size",1995410.84350547
"8810","Fit","size",2965267.38915946
"8811","Fit","size",6097374.77321428
"8812","Fit","size",6400732.35978033
"8813","Fit","size",867511.590044458
"8814","Fit","size",5408754.1960944
"8815","Fit","size",3454140.77770044
"8816","Fit","size",2204951.84815501
"8817","Fit","size",2816723.38700629
"8818","Fit","size",943832.220145678
"8819","Fit","size",6994809.86080992
"8820","Fit","size",1471002.1898152
"8821","Fit","size",3419540.5738485
"8822","Fit","size",2536541.60588347
"8823","Fit","size",5337486.60191985
"8824","Fit","size",4214055.07698659
"8825","Fit","size",701867.713013507
"8826","Fit","size",3080847.6960829
"8827","Fit","size",3061178.17172595
"8828","Fit","size",3761239.95646977
"8829","Fit","size",1371711.99632113
"8830","Fit","size",1319781.07410268
"8831","Fit","size",4131633.20063446
"8832","Fit","size",3034229.10699871
"8833","Fit","size",730883.904745339
"8834","Fit","size",1194977.00148296
"8835","Fit","size",3604090.53987636
"8836","Fit","size",583765.149613496
"8837","Fit","size",2776568.63297687
"8838","Fit","size",2678571.16720034
"8839","Fit","size",1684476.71270906
"8840","Fit","size",5027631.99858413
"8841","Fit","size",1696570.93427031
"8842","Fit","size",975498.599758904
"8843","Fit","size",3981832.63428417
"8844","Fit","size",6164856.72779101
"8845","Fit","size",1250037.97589497
"8846","Fit","size",479060.52537387
"8847","Fit","size",2565807.88296595
"8848","Fit","size",1454510.18605701
"8849","Fit","size",8274388.95943982
"8850","Fit","size",3291259.66604228
"8851","Fit","size",5495680.6943977
"8852","Fit","size",3487107.35244681
"8853","Fit","size",527600.476553809
"8854","Fit","size",4967772.81763822
"8855","Fit","size",2821996.38990695
"8856","Fit","size",3429606.24958079
"8857","Fit","size",5386001.32528794
"8858","Fit","size",3848877.62839775
"8859","Fit","size",1481171.90055618
"8860","Fit","size",2528748.40635391
"8861","Fit","size",3710763.83131735
"8862","Fit","size",927493.091418829
"8863","Fit","size",1914763.12536076
"8864","Fit","size",4843978.51416535
"8865","Fit","size",2975695.34951498
"8866","Fit","size",5377673.5514722
"8867","Fit","size",3740030.10009592
"8868","Fit","size",4609655.86492785
"8869","Fit","size",2875999.4550223
"8870","Fit","size",413839.628176934
"8871","Fit","size",4915342.89321012
"8872","Fit","size",3312553.1613141
"8873","Fit","size",2581276.47074581
"8874","Fit","size",341140.63545261
"8875","Fit","size",1350248.20612138
"8876","Fit","size",1065905.51642909
"8877","Fit","size",6152622.28568477
"8878","Fit","size",2439281.7145296
"8879","Fit","size",3347790.07886841
"8880","Fit","size",953609.194340267
"8881","Fit","size",4778480.27144179
"8882","Fit","size",3129605.20324683
"8883","Fit","size",4965683.49997754
"8884","Fit","size",1005505.08978301
"8885","Fit","size",2686838.330028
"8886","Fit","size",3249421.19862705
"8887","Fit","size",3470588.66534396
"8888","Fit","size",1854210.23619341
"8889","Fit","size",4780471.21982607
"8890","Fit","size",2594352.85015057
"8891","Fit","size",2886546.29348382
"8892","Fit","size",3505981.65857968
"8893","Fit","size",2660729.71828486
"8894","Fit","size",3550408.58736842
"8895","Fit","size",2470184.50392195
"8896","Fit","size",5079420.43906552
"8897","Fit","size",3570771.45650622
"8898","Fit","size",5746781.15668534
"8899","Fit","size",7261577.21720414
"8900","Fit","size",1263668.9831649
"8901","Fit","size",2577072.71456046
"8902","Fit","size",3718929.7892009
"8903","Fit","size",2681842.16824257
"8904","Fit","size",8421116.6339506
"8905","Fit","size",7672841.93494758
"8906","Fit","size",1885092.59354628
"8907","Fit","size",4941049.51365087
"8908","Fit","size",890998.996394553
"8909","Fit","size",1694073.02696052
"8910","Fit","size",6432373.18484152
